Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">树的基本概念</span></div><h1>树中结点个数与边数的关系</h1><div class=""q"">树中结点个数与边数的关系：包含n个结点的树有且仅有n-1条边。这是因为除<span class=""blank"">______</span>外，每个结点都通过且仅通过一条边与其<span class=""blank"">______</span>相连。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">树的基本概念</span></div><h1>树中结点个数与边数的关系</h1><div class=""a"">树中结点个数与边数的关系：包含n个结点的树有且仅有n-1条边。这是因为除<span class=""hit"">根结点</span>外，每个结点都通过且仅通过一条边与其<span class=""hit"">父结点</span>相连。</div><div class=""ansbox"">挖空答案：<b>根结点、父结点</b></div><div class=""pg"">教材页码：P164</div>"	树与二叉树 领会 树的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">树的基本概念</span></div><h1>使用不同的方式表示树</h1><div class=""q"">树的表示方法包括图示法（树形图）、<span class=""blank"">______</span>表示法（<span class=""blank"">______</span>表示法）、缩进表示法（目录树形式）。可根据需要选择不同方式，图示法最直观，广义表法最严谨，缩进法适合文本显示。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">树的基本概念</span></div><h1>使用不同的方式表示树</h1><div class=""a"">树的表示方法包括图示法（树形图）、<span class=""hit"">广义表</span>表示法（<span class=""hit"">集合</span>表示法）、缩进表示法（目录树形式）。可根据需要选择不同方式，图示法最直观，<span class=""hit"">广义表</span>法最严谨，缩进法适合文本显示。</div><div class=""ansbox"">挖空答案：<b>广义表、集合</b></div><div class=""pg"">教材页码：P165</div>"	树与二叉树 简单应用 树的基本概念 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树</h1><div class=""q"">二叉树（<span class=""blank"">______</span>）是结点的一个有限集合，该集合或者为空，或者由一个<span class=""blank"">______</span>以及两棵互不相交的、分别称为<span class=""blank"">______</span>和右子树的二叉树组成。二叉树中每个结点的子结点有左、右之分。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树</h1><div class=""a"">二叉树（<span class=""hit"">binary tree</span>）是结点的一个有限集合，该集合或者为空，或者由一个<span class=""hit"">根结点</span>以及两棵互不相交的、分别称为<span class=""hit"">左子树</span>和右子树的二叉树组成。二叉树中每个结点的子结点有左、右之分。</div><div class=""ansbox"">挖空答案：<b>binary tree、根结点、左子树</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左子树</h1><div class=""q"">左子树是二叉树<span class=""blank"">______</span>的左分支所构成的子树。左子树本身也是一棵二叉树，可以为空。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左子树</h1><div class=""a"">左子树是二叉树<span class=""hit"">根结点</span>的左分支所构成的子树。左子树本身也是一棵二叉树，可以为空。</div><div class=""ansbox"">挖空答案：<b>根结点</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右子树</h1><div class=""q"">右子树是二叉树<span class=""blank"">______</span>的右分支所构成的子树。右子树本身也是一棵二叉树，可以为空。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右子树</h1><div class=""a"">右子树是二叉树<span class=""hit"">根结点</span>的右分支所构成的子树。右子树本身也是一棵二叉树，可以为空。</div><div class=""ansbox"">挖空答案：<b>根结点</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左子结点</h1><div class=""q"">左子结点是指二叉树中某结点的<span class=""blank"">______</span>的根结点。在<span class=""blank"">______</span>中，左子结点通过左指针（<span class=""blank"">______</span>）指向。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左子结点</h1><div class=""a"">左子结点是指二叉树中某结点的<span class=""hit"">左子树</span>的根结点。在<span class=""hit"">二叉链表</span>中，左子结点通过左指针（<span class=""hit"">left</span>）指向。</div><div class=""ansbox"">挖空答案：<b>左子树、二叉链表、left</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右手结点</h1><div class=""q"">右子结点是指二叉树中某结点的右子树的<span class=""blank"">______</span>。在<span class=""blank"">______</span>中，右子结点通过右指针（<span class=""blank"">______</span>）指向。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右手结点</h1><div class=""a"">右子结点是指二叉树中某结点的右子树的<span class=""hit"">根结点</span>。在<span class=""hit"">二叉链表</span>中，右子结点通过右指针（<span class=""hit"">right</span>）指向。</div><div class=""ansbox"">挖空答案：<b>根结点、二叉链表、right</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左指针</h1><div class=""q"">左指针是二叉链<span class=""blank"">______</span>中用于指向该结点<span class=""blank"">______</span>的指针域。每个二叉链表结点包含数据域、左指针域和<span class=""blank"">______</span>域三个部分。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>左指针</h1><div class=""a"">左指针是二叉链<span class=""hit"">表结点</span>中用于指向该结点<span class=""hit"">左子结点</span>的指针域。每个二叉链<span class=""hit"">表结点</span>包含数据域、左指针域和<span class=""hit"">右指针</span>域三个部分。</div><div class=""ansbox"">挖空答案：<b>表结点、左子结点、右指针</b></div><div class=""pg"">教材页码：P171</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右指针</h1><div class=""q"">右指针是二叉链<span class=""blank"">______</span>中用于指向该结点右<span class=""blank"">______</span>的指针域。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>右指针</h1><div class=""a"">右指针是二叉链<span class=""hit"">表结点</span>中用于指向该结点右<span class=""hit"">子结点</span>的指针域。</div><div class=""ansbox"">挖空答案：<b>表结点、子结点</b></div><div class=""pg"">教材页码：P171</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>满二叉树</h1><div class=""q"">满二叉树是指<span class=""blank"">______</span>为h且有2^h-1个结点的二叉树。除<span class=""blank"">______</span>外每个结点都有两个<span class=""blank"">______</span>，每一层的结点都是满的，不存在度为1的结点。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>满二叉树</h1><div class=""a"">满二叉树是指<span class=""hit"">高度</span>为h且有2^h-1个结点的二叉树。除<span class=""hit"">叶结点</span>外每个结点都有两个<span class=""hit"">子结点</span>，每一层的结点都是满的，不存在度为1的结点。</div><div class=""ansbox"">挖空答案：<b>高度、叶结点、子结点</b></div><div class=""pg"">教材页码：P167</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>完全二叉树</h1><div class=""q"">完全二叉树是指对<span class=""blank"">______</span>按层自上而下、同层自左至右连续编号后，由编号为0到n-1的<span class=""blank"">______</span>组成的二叉树。<span class=""blank"">______</span>只出现在最下层或次下层，且最下层叶结点从左至右连续排列，最多有一个度为1的结点。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>完全二叉树</h1><div class=""a"">完全二叉树是指对<span class=""hit"">满二叉树</span>按层自上而下、同层自左至右连续编号后，由编号为0到n-1的<span class=""hit"">结点</span>组成的二叉树。<span class=""hit"">叶结点</span>只出现在最下层或次下层，且最下层<span class=""hit"">叶结点</span>从左至右连续排列，最多有一个度为1的<span class=""hit"">结点</span>。</div><div class=""ansbox"">挖空答案：<b>满二叉树、结点、叶结点</b></div><div class=""pg"">教材页码：P167</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉链表</h1><div class=""q"">二叉链表是二叉树的链式<span class=""blank"">______</span>，每个结点包含数据域、<span class=""blank"">______</span>域和右指针域三个部分。左指针指向<span class=""blank"">______</span>，右指针指向右子结点。n个结点的二叉链表共有2n个指针域，其中n-1个非空，n+1个为空。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉链表</h1><div class=""a"">二叉链表是二叉树的链式<span class=""hit"">存储结构</span>，每个结点包含数据域、<span class=""hit"">左指针</span>域和右指针域三个部分。<span class=""hit"">左指针</span>指向<span class=""hit"">左子结点</span>，右指针指向右子结点。n个结点的二叉链表共有2n个指针域，其中n-1个非空，n+1个为空。</div><div class=""ansbox"">挖空答案：<b>存储结构、左指针、左子结点</b></div><div class=""pg"">教材页码：P171</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的遍历</h1><div class=""q"">二叉树的遍历是指依次访问二叉树中的每个结点一次且仅访问一次。常用遍历方式有<span class=""blank"">______</span>（根-左-右）、<span class=""blank"">______</span>（左-根-右）、<span class=""blank"">______</span>（左-右-根）和层序遍历。遍历是许多二叉树操作的基础。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">识记</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的遍历</h1><div class=""a"">二叉树的遍历是指依次访问二叉树中的每个结点一次且仅访问一次。常用遍历方式有<span class=""hit"">先序遍历</span>（根-左-右）、<span class=""hit"">中序遍历</span>（左-根-右）、<span class=""hit"">后序遍历</span>（左-右-根）和层序遍历。遍历是许多二叉树操作的基础。</div><div class=""ansbox"">挖空答案：<b>先序遍历、中序遍历、后序遍历</b></div><div class=""pg"">教材页码：P174</div>"	树与二叉树 识记 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的递归定义</h1><div class=""q"">二叉树的递归定义：二叉树是结点的有限集合，或为空，或由一个<span class=""blank"">______</span>加上两棵互不相交的<span class=""blank"">______</span>和<span class=""blank"">______</span>组成。左、右子树本身也是二叉树（可以为空）。这个递归定义是实现二叉树操作的基础。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的递归定义</h1><div class=""a"">二叉树的递归定义：二叉树是结点的有限集合，或为空，或由一个<span class=""hit"">根结点</span>加上两棵互不相交的<span class=""hit"">左子树</span>和<span class=""hit"">右子树</span>组成。左、<span class=""hit"">右子树</span>本身也是二叉树（可以为空）。这个递归定义是实现二叉树操作的基础。</div><div class=""ansbox"">挖空答案：<b>根结点、左子树、右子树</b></div><div class=""pg"">教材页码：P166</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的性质及证明</h1><div class=""q""><span class=""blank"">______</span>的四个重要性质：(1)第i层最多有2^i个结点；(2)高度为h的二叉树最多有2^h-1个结点；(3)<span class=""blank"">______</span>数n0=度为2的结点数n2+1；(4)n个结点的<span class=""blank"">______</span>高度为⌊log2(n)⌋+1。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的性质及证明</h1><div class=""a""><span class=""hit"">二叉树</span>的四个重要性质：(1)第i层最多有2^i个结点；(2)高度为h的<span class=""hit"">二叉树</span>最多有2^h-1个结点；(3)<span class=""hit"">叶结点</span>数n0=度为2的结点数n2+1；(4)n个结点的<span class=""hit"">完全二叉树</span>高度为⌊log2(n)⌋+1。</div><div class=""ansbox"">挖空答案：<b>二叉树、叶结点、完全二叉树</b></div><div class=""pg"">教材页码：P168</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的顺序存储方式</h1><div class=""q"">二叉树的顺序存储方式是使用<span class=""blank"">______</span>，按<span class=""blank"">______</span>的编号规则自上而下、自左至右将<span class=""blank"">______</span>依次存入数组。对于完全二叉树既不浪费空间又便于操作；对于一般二叉树需在空位保存特殊标记，可能造成空间浪费。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的顺序存储方式</h1><div class=""a"">二叉树的顺序存储方式是使用<span class=""hit"">一维数组</span>，按<span class=""hit"">完全二叉树</span>的编号规则自上而下、自左至右将<span class=""hit"">结点</span>依次存入数组。对于<span class=""hit"">完全二叉树</span>既不浪费空间又便于操作；对于一般二叉树需在空位保存特殊标记，可能造成空间浪费。</div><div class=""ansbox"">挖空答案：<b>一维数组、完全二叉树、结点</b></div><div class=""pg"">教材页码：P169</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树顺序存储时保存结点的下标位置</h1><div class=""q""><span class=""blank"">______</span>顺序存储时，编号为i的结点存储在<span class=""blank"">______</span>i处。其<span class=""blank"">______</span>下标为2i+1，右子结点下标为2i+2，父结点下标为⌊(i-1)/2⌋。通过下标计算可直接定位父子结点位置。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树顺序存储时保存结点的下标位置</h1><div class=""a""><span class=""hit"">二叉树</span>顺序存储时，编号为i的结点存储在<span class=""hit"">数组下标</span>i处。其<span class=""hit"">左子结点</span>下标为2i+1，右子结点下标为2i+2，父结点下标为⌊(i-1)/2⌋。通过下标计算可直接定位父子结点位置。</div><div class=""ansbox"">挖空答案：<b>二叉树、数组下标、左子结点</b></div><div class=""pg"">教材页码：P169</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的链式存储方式</h1><div class=""q"">二叉树的链式存储方式（<span class=""blank"">______</span>）：每个结点包含数据域和左、右两个指针域。<span class=""blank"">______</span>指向<span class=""blank"">______</span>，右指针指向右子结点。与顺序存储相比，链式存储更适合一般二叉树，不浪费空间。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的链式存储方式</h1><div class=""a"">二叉树的链式存储方式（<span class=""hit"">二叉链表</span>）：每个结点包含数据域和左、右两个指针域。<span class=""hit"">左指针</span>指向<span class=""hit"">左子结点</span>，右指针指向右子结点。与顺序存储相比，链式存储更适合一般二叉树，不浪费空间。</div><div class=""ansbox"">挖空答案：<b>二叉链表、左指针、左子结点</b></div><div class=""pg"">教材页码：P171</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的遍历过程</h1><div class=""q"">二叉树的遍历过程：<span class=""blank"">______</span>为先访问根、再遍历左子树、最后遍历右子树；<span class=""blank"">______</span>为先遍历左子树、再访问根、最后遍历右子树；<span class=""blank"">______</span>为先遍历左子树、再遍历右子树、最后访问根。三种遍历都是递归过程。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树的遍历过程</h1><div class=""a"">二叉树的遍历过程：<span class=""hit"">先序遍历</span>为先访问根、再遍历左子树、最后遍历右子树；<span class=""hit"">中序遍历</span>为先遍历左子树、再访问根、最后遍历右子树；<span class=""hit"">后序遍历</span>为先遍历左子树、再遍历右子树、最后访问根。三种遍历都是递归过程。</div><div class=""ansbox"">挖空答案：<b>先序遍历、中序遍历、后序遍历</b></div><div class=""pg"">教材页码：P174</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树遍历时使用的辅助数据结构</h1><div class=""q""><span class=""blank"">______</span>非递归遍历时使用栈作为辅助<span class=""blank"">______</span>，保存待访问的结点信息。层序遍历使用队列作为辅助结构。<span class=""blank"">______</span>的非递归实现中，结点入栈两次、出栈两次，需要标记位区分第一次和第二次访问。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树遍历时使用的辅助数据结构</h1><div class=""a""><span class=""hit"">二叉树</span>非递归遍历时使用栈作为辅助<span class=""hit"">数据结构</span>，保存待访问的结点信息。层序遍历使用队列作为辅助结构。<span class=""hit"">后序遍历</span>的非递归实现中，结点入栈两次、出栈两次，需要标记位区分第一次和第二次访问。</div><div class=""ansbox"">挖空答案：<b>二叉树、数据结构、后序遍历</b></div><div class=""pg"">教材页码：P180</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>表达式树与表达式的关系</h1><div class=""q"">表达式树用二叉树表示表达式：<span class=""blank"">______</span>存放运算符，叶结点存放操作数。对表达式树进行<span class=""blank"">______</span>得到中缀表达式，<span class=""blank"">______</span>得到前缀表达式，后序遍历得到后缀表达式。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">领会</span><span class=""chip c3"">二叉树及其操作</span></div><h1>表达式树与表达式的关系</h1><div class=""a"">表达式树用二叉树表示表达式：<span class=""hit"">分支结点</span>存放运算符，叶结点存放操作数。对表达式树进行<span class=""hit"">中序遍历</span>得到中缀表达式，<span class=""hit"">先序遍历</span>得到前缀表达式，后序遍历得到后缀表达式。</div><div class=""ansbox"">挖空答案：<b>分支结点、中序遍历、先序遍历</b></div><div class=""pg"">教材页码：P182</div>"	树与二叉树 领会 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树顺序存储结构与链式存储结构下基本操作的实现</h1><div class=""q"">顺序存储下，利用<span class=""blank"">______</span>关系实现<span class=""blank"">______</span>（查找父子结点等）。链式存储下，通过递归实现创建二叉树、遍历等操作。两种方式各有优劣，顺序存储适合<span class=""blank"">______</span>，链式存储更通用。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树顺序存储结构与链式存储结构下基本操作的实现</h1><div class=""a"">顺序存储下，利用<span class=""hit"">数组下标</span>关系实现<span class=""hit"">基本操作</span>（查找父子结点等）。链式存储下，通过递归实现创建二叉树、遍历等操作。两种方式各有优劣，顺序存储适合<span class=""hit"">完全二叉树</span>，链式存储更通用。</div><div class=""ansbox"">挖空答案：<b>数组下标、基本操作、完全二叉树</b></div><div class=""pg"">教材页码：P172</div>"	树与二叉树 简单应用 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树遍历算法的递归实现及非递归实现</h1><div class=""q"">递归实现：先序/中序/<span class=""blank"">______</span>分别按根左右/左根右/左右根的次序递归调用自身。非递归实现：用栈保存待访问结点，<span class=""blank"">______</span>保存右子树根，<span class=""blank"">______</span>保存根，后序遍历需入栈两次并带标记。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>二叉树遍历算法的递归实现及非递归实现</h1><div class=""a"">递归实现：先序/中序/<span class=""hit"">后序遍历</span>分别按根左右/左根右/左右根的次序递归调用自身。非递归实现：用栈保存待访问结点，<span class=""hit"">先序遍历</span>保存右子树根，<span class=""hit"">中序遍历</span>保存根，<span class=""hit"">后序遍历</span>需入栈两次并带标记。</div><div class=""ansbox"">挖空答案：<b>后序遍历、先序遍历、中序遍历</b></div><div class=""pg"">教材页码：P176</div>"	树与二叉树 简单应用 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>根据二叉树的遍历序列还原二叉树</h1><div class=""q"">根据遍历序列还原<span class=""blank"">______</span>：仅一种遍历序列不能唯一确定二叉树。已知先序+中序或后序+中序可以唯一确定二叉树。方法：先序第一个元素为根，在中序中找到根，<span class=""blank"">______</span>左<span class=""blank"">______</span>，递归还原。先序+后序不能唯一确定。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>根据二叉树的遍历序列还原二叉树</h1><div class=""a"">根据遍历序列还原<span class=""hit"">二叉树</span>：仅一种遍历序列不能唯一确定<span class=""hit"">二叉树</span>。已知先序+中序或后序+中序可以唯一确定<span class=""hit"">二叉树</span>。方法：先序第一个元素为根，在中序中找到根，<span class=""hit"">划分</span>左<span class=""hit"">右子树</span>，递归还原。先序+后序不能唯一确定。</div><div class=""ansbox"">挖空答案：<b>二叉树、划分、右子树</b></div><div class=""pg"">教材页码：P177</div>"	树与二叉树 简单应用 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>表达式树</h1><div class=""q"">表达式树用二叉树表示算术表达式，<span class=""blank"">______</span>存运算符，叶结点存操作数。<span class=""blank"">______</span>得到中缀表达式，<span class=""blank"">______</span>得到前缀（波兰式），后序遍历得到后缀（逆波兰式）。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">简单应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>表达式树</h1><div class=""a"">表达式树用二叉树表示算术表达式，<span class=""hit"">分支结点</span>存运算符，叶结点存操作数。<span class=""hit"">中序遍历</span>得到中缀表达式，<span class=""hit"">先序遍历</span>得到前缀（波兰式），后序遍历得到后缀（逆波兰式）。</div><div class=""ansbox"">挖空答案：<b>分支结点、中序遍历、先序遍历</b></div><div class=""pg"">教材页码：P182</div>"	树与二叉树 简单应用 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">综合应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>实现与二叉树相关的算法</h1><div class=""q"">基于<span class=""blank"">______</span>的递归算法设计：利用二叉树的递归结构，将问题分解为对<span class=""blank"">______</span>和<span class=""blank"">______</span>的子问题。如统计叶结点数（左子树叶数+右子树叶数）、求树高（max(左高,右高)+1）等。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">综合应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>实现与二叉树相关的算法</h1><div class=""a"">基于<span class=""hit"">二叉链表</span>的递归算法设计：利用二叉树的递归结构，将问题分解为对<span class=""hit"">左子树</span>和<span class=""hit"">右子树</span>的子问题。如统计叶结点数（<span class=""hit"">左子树</span>叶数+<span class=""hit"">右子树</span>叶数）、求树高（max(左高,右高)+1）等。</div><div class=""ansbox"">挖空答案：<b>二叉链表、左子树、右子树</b></div><div class=""pg"">教材页码：P178</div>"	树与二叉树 综合应用 二叉树及其操作 13003数据结构与算法
"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">综合应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>基于二叉树遍历思想实现相关算法来解决应用问题</h1><div class=""q"">基于遍历思想设计<span class=""blank"">______</span>：将遍历过程中对结点的访问操作替换为所需功能。如统计结点数、求<span class=""blank"">______</span>数、求高度、交换左<span class=""blank"">______</span>等。核心是递归分解，基础情况为空树返回0。</div>"	"<div class=""top""><span class=""chip c1"">章节：树与二叉树</span><span class=""chip c2"">综合应用</span><span class=""chip c3"">二叉树及其操作</span></div><h1>基于二叉树遍历思想实现相关算法来解决应用问题</h1><div class=""a"">基于遍历思想设计<span class=""hit"">算法</span>：将遍历过程中对结点的访问操作替换为所需功能。如统计结点数、求<span class=""hit"">叶结点</span>数、求高度、交换左<span class=""hit"">右子树</span>等。核心是递归分解，基础情况为空树返回0。</div><div class=""ansbox"">挖空答案：<b>算法、叶结点、右子树</b></div><div class=""pg"">教材页码：P178</div>"	树与二叉树 综合应用 二叉树及其操作 13003数据结构与算法
